동,아파트이름,아파트일련번호,번지,부번,건축년도,매수구분,거래유형,거래금액,거래구분,부동산소속시군구명,전용면적,층수,지번,토지코드,토지임대여부,등록일자,거래날짜
 ,이화에수풀,11110-2359,195,10,2014, , ,"17,500", , ,16.98,7,195-10,1,N, ,2016-12-16
 ,현대,11110-90,82,0,2000, , ,"59,650", , ,84.92,11,82,1,N, ,2016-12-30
 ,종로센트레빌,11110-2224,2,1,2008, , ,"45,800", , ,59.92,8,2-1,1,N, ,2016-12-31
 ,종로센트레빌,11110-2224,2,1,2008, , ,"45,900", , ,59.92,9,2-1,1,N, ,2016-12-21
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"85,900", , ,114.931,13,60,1,N, ,2016-12-30
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"25,000", , ,46.64,2,55,1,N, ,2016-12-27
 ,현대,11110-90,82,0,2000, , ,"59,490", , ,84.92,8,82,1,N, ,2016-12-23
 ,롯데캐슬로잔,11110-2246,108,0,2009, , ,"136,000", , ,191.725,2,108,1,N, ,2016-12-23
 ,경희궁파크팰리스,11110-107,95,0,2003, , ,"98,000", , ,117.26,15,95,1,N, ,2016-12-13
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"63,000", , ,106.81,9,48-2,1,N, ,2016-12-08
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"56,000", , ,84.9478,20,766,1,N, ,2016-12-28
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"68,000", , ,84.858,12,60,1,N, ,2016-12-12
 ,아남1,11110-25,4,0,1995, , ,"62,800", , ,84.9,9,4,1,N, ,2016-12-29
 ,숭인한양LEEPS,11110-2366,1421,2,2014, , ,"12,000", , ,12.78,4,1421-2,1,N, ,2016-12-28
 ,창신쌍용2,11110-91,703,0,1993, , ,"45,100", , ,106.62,3,703,1,N, ,2016-12-07
 ,아남2,11110-92,236,0,1996, , ,"82,000", , ,114.36,2,236,1,N, ,2016-12-10
 ,경희궁의아침3단지,11110-116,72,0,2004, , ,"117,500", , ,150.48,16,72,1,N, ,2016-12-12
 ,일성빌라트,11110-77,145,5,1996, , ,"31,500", , ,59.82,3,145-5,1,N, ,2016-12-09
 ,이화에수풀,11110-2359,195,10,2014, , ,"17,700", , ,16.98,12,195-10,1,N, ,2016-12-13
 ,이화에수풀,11110-2359,195,10,2014, , ,"18,000", , ,16.98,8,195-10,1,N, ,2016-12-26
 ,두산,11110-34,232,0,1999, , ,"42,200", , ,59.95,5,232,1,N, ,2016-12-09
 ,창신쌍용1,11110-37,702,0,1992, , ,"33,500", , ,54.7,8,702,1,N, ,2016-12-12
 ,청운현대,11110-4,56,45,2000, , ,"87,000", , ,129.76,1,56-45,1,N, ,2016-12-02
 ,창신쌍용2,11110-91,703,0,1993, , ,"31,600", , ,54.7,10,703,1,N, ,2016-12-06
 ,종로아인스빌,11110-2344,1392,1,2013, , ,"12,400", , ,12.15,12,1392-1,1,N, ,2016-12-24
 ,성용,11110-36,640,252,1994, , ,"24,000", , ,59.28,4,640-252,1,N, ,2016-12-01
 ,두산,11110-34,232,0,1999, , ,"37,000", , ,59.95,21,232,1,N, ,2016-12-28
 ,삼전솔하임2차,11110-2322,296,19,2012, , ,"13,900", , ,16.67,9,296-19,1,N, ,2016-12-23
 ,버넷하임1,11110-2336,1421,0,2013, , ,"14,200", , ,17.96,13,1421,1,N, ,2016-12-20
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"51,000", , ,98.39,7,48-2,1,N, ,2016-12-07
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"74,000", , ,84.858,13,60,1,N, ,2016-12-12
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"55,000", , ,84.7,16,48-2,1,N, ,2016-12-20
 ,경희궁의아침4단지,11110-117,73,0,2004, , ,"118,500", , ,124.17,3,73,1,N, ,2016-12-15
 ,현대,11110-90,82,0,2000, , ,"68,990", , ,114.9,14,82,1,N, ,2016-12-15
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"100,500", , ,131.44,10,9,1,N, ,2016-12-14
 ,경희궁파크팰리스,11110-107,95,0,2003, , ,"92,000", , ,103.77,11,95,1,N, ,2016-12-20
 ,경희궁파크팰리스,11110-107,95,0,2003, , ,"96,000", , ,103.77,13,95,1,N, ,2016-12-14
 ,현대,11110-90,82,0,2000, , ,"55,990", , ,84.92,2,82,1,N, ,2016-12-05
 ,현대,11110-90,82,0,2000, , ,"63,990", , ,114.9,8,82,1,N, ,2016-12-16
 ,현대,11110-90,82,0,2000, , ,"48,000", , ,60.0,11,82,1,N, ,2016-12-10
 ,종로유케이201,11110-2334,201,11,2013, , ,"11,300", , ,12.01,10,201-11,1,N, ,2016-12-16
 ,갑을아파트,11110-68,595,0,1997, , ,"17,000", , ,30.55,8,595,1,N, ,2016-12-05
 ,르트랑시망,11110-2211,102,0,2008, , ,"72,000", , ,140.97,1,102,1,N, ,2016-12-13
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"28,000", , ,48.54,5,55,1,N, ,2016-12-01
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"27,000", , ,48.54,2,55,1,N, ,2016-12-02
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"114,500", , ,146.92,4,9,1,N, ,2016-12-01
 ,창신쌍용2,11110-91,703,0,1993, , ,"37,500", , ,79.87,9,703,1,N, ,2016-12-03
 ,운현신화타워,11110-16,30,6,1998, , ,"39,000", , ,84.91,8,30-6,1,N, ,2016-12-05
 ,창신쌍용2,11110-91,703,0,1993, , ,"31,000", , ,64.66,3,703,1,N, ,2016-12-02
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"117,000", , ,136.4,3,9,1,N, ,2017-01-31
 ,현대,11110-90,82,0,2000, , ,"49,790", , ,60.0,11,82,1,N, ,2017-01-24
 ,현대,11110-90,82,0,2000, , ,"48,990", , ,60.0,9,82,1,N, ,2017-01-24
 ,삼성,11110-73,596,0,1998, , ,"33,000", , ,59.97,5,596,1,N, ,2017-01-26
 ,종로센트레빌,11110-2224,2,1,2008, , ,"46,400", , ,59.92,11,2-1,1,N, ,2017-01-21
 ,창신쌍용2,11110-91,703,0,1993, , ,"32,800", , ,64.66,7,703,1,N, ,2017-01-17
 ,경희궁파크팰리스,11110-107,95,0,2003, , ,"95,000", , ,117.26,14,95,1,N, ,2017-01-25
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"71,000", , ,114.931,1,60,1,N, ,2017-01-21
 ,종로센트레빌,11110-2224,2,1,2008, , ,"59,800", , ,114.67,5,2-1,1,N, ,2017-01-24
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"66,000", , ,84.858,4,60,1,N, ,2017-01-31
 ,아남1,11110-25,4,0,1995, , ,"65,000", , ,84.9,17,4,1,N, ,2017-01-10
 ,창신쌍용1,11110-37,702,0,1992, , ,"41,000", , ,79.87,9,702,1,N, ,2017-01-16
 ,현대,11110-90,82,0,2000, , ,"66,990", , ,114.9,7,82,1,N, ,2017-01-21
 ,롯데캐슬로잔,11110-2246,108,0,2009, , ,"136,000", , ,200.165,1,108,1,N, ,2017-01-16
 ,종로센트레빌,11110-2224,2,1,2008, , ,"65,500", , ,114.67,5,2-1,1,N, ,2017-01-14
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"70,200", , ,84.858,14,60,1,N, ,2017-01-12
 ,현대,11110-90,82,0,2000, , ,"58,990", , ,84.92,12,82,1,N, ,2017-01-12
 ,세종,11110-13,100,0,1983, , ,"61,500", , ,104.5,9,100,1,N, ,2017-01-09
 ,일성빌라트,11110-77,145,5,1996, , ,"46,000", , ,84.99,5,145-5,1,N, ,2017-01-16
 ,창신쌍용1,11110-37,702,0,1992, , ,"30,000", , ,54.7,13,702,1,N, ,2017-01-16
 ,아남1,11110-25,4,0,1995, , ,"64,500", , ,84.9,3,4,1,N, ,2017-01-09
 ,동대문,11110-30,328,17,1966, , ,"30,000", , ,28.8,3,328-17,1,N, ,2017-01-18
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"110,000", , ,160.85,11,9,1,N, ,2017-01-16
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"57,500", , ,59.993,11,60,1,N, ,2017-01-20
 ,두산,11110-34,232,0,1999, , ,"54,000", , ,84.9,9,232,1,N, ,2017-01-09
 ,롯데낙천대,11110-71,72,0,2001, , ,"44,800", , ,87.27,1,72,1,N, ,2017-01-24
 ,이화에수풀,11110-2359,195,10,2014, , ,"22,000", , ,19.86,10,195-10,1,N, ,2017-01-03
 ,종로센트레빌,11110-2224,2,1,2008, , ,"62,900", , ,114.67,5,2-1,1,N, ,2017-01-05
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"85,000", , ,114.931,10,60,1,N, ,2017-01-15
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"59,000", , ,84.95,12,76,1,N, ,2017-01-11
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"86,000", , ,94.51,6,9,1,N, ,2017-01-23
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"89,300", , ,94.51,8,9,1,N, ,2017-01-14
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"62,500", , ,114.7153,8,766,1,N, ,2017-01-06
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"24,000", , ,43.98,6,55,1,N, ,2017-01-26
 ,아남1,11110-25,4,0,1995, , ,"55,400", , ,84.9,1,4,1,N, ,2017-01-04
 ,이화에수풀,11110-2359,195,10,2014, , ,"18,100", , ,16.98,6,195-10,1,N, ,2017-01-25
 ,리치캐슬아파트,11110-128,33,85,2003, , ,"40,300", , ,73.5,3,33-85,1,N, ,2017-01-21
 ,창신이수,11110-42,23,816,2003, , ,"49,000", , ,84.5,13,23-816,1,N, ,2017-01-02
 ,일성빌라트,11110-77,145,5,1996, , ,"37,500", , ,59.82,5,145-5,1,N, ,2017-01-10
 ,엘리시아,11110-2261,66,1,2009, , ,"175,942", , ,213.07,5,66-1,1,N, ,2017-01-02
 ,엘리시아,11110-2261,66,1,2009, , ,"160,000", , ,200.19,3,66-1,1,N, ,2017-01-19
 ,형우럭스빌(33-1),11110-2073,33,1,2005, , ,"20,000", , ,91.87,5,33-1,1,N, ,2017-01-18
 ,갑을아파트,11110-68,595,0,1997, , ,"17,100", , ,30.55,7,595,1,N, ,2017-01-17
 ,종로중흥S클래스,11110-2339,202,3,2013, , ,"14,000", , ,19.466,14,202-3,1,N, ,2017-01-10
 ,동아,11110-51,101,0,1995, , ,"38,000", , ,59.98,8,101,1,N, ,2017-01-13
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"86,000", , ,114.931,7,60,1,N, ,2017-01-16
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"66,500", , ,112.54,17,76,1,N, ,2017-01-09
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"67,000", , ,70.8,1,9,1,N, ,2017-01-09
 ,동대문,11110-30,328,17,1966, , ,"30,000", , ,28.8,4,328-17,1,N, ,2017-01-07
 ,이화에수풀,11110-2359,195,10,2014, , ,"17,900", , ,16.98,10,195-10,1,N, ,2017-01-05
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"55,800", , ,84.9478,15,766,1,N, ,2017-01-04
 ,명륜동주상복합아남아파트,11110-26,237,0,1999, , ,"55,000", , ,94.86,6,237,1,N, ,2017-01-03
 ,익성씨티하임,11110-2348,1392,0,2013, , ,"12,000", , ,15.42,15,1392,1,N, ,2017-01-03
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"63,500", , ,84.858,5,60,1,N, ,2017-02-24
 ,MID그린(6동),11110-99,601,7,2002, , ,"25,400", , ,59.04,3,601-7,1,N, ,2017-02-20
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"72,000", , ,84.858,17,60,1,N, ,2017-02-23
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"120,000", , ,146.92,7,9,1,N, ,2017-02-23
 ,현대,11110-90,82,0,2000, , ,"59,490", , ,84.92,12,82,1,N, ,2017-02-20
 ,현대,11110-90,82,0,2000, , ,"75,990", , ,114.9,9,82,1,N, ,2017-02-27
 ,삼성,11110-73,596,0,1998, , ,"35,500", , ,59.97,10,596,1,N, ,2017-02-26
 ,벽산블루밍평창힐스,11110-146,45,0,2004, , ,"80,000", , ,150.94,3,45,1,N, ,2017-02-19
 ,창신쌍용1,11110-37,702,0,1992, , ,"42,500", , ,79.87,6,702,1,N, ,2017-02-27
 ,종로센트레빌,11110-2224,2,1,2008, , ,"46,700", , ,59.92,11,2-1,1,N, ,2017-02-25
 ,창신쌍용1,11110-37,702,0,1992, , ,"38,900", , ,79.87,9,702,1,N, ,2017-02-22
 ,창신쌍용1,11110-37,702,0,1992, , ,"39,400", , ,79.87,12,702,1,N, ,2017-02-19
 ,창신쌍용2,11110-91,703,0,1993, , ,"31,700", , ,54.7,9,703,1,N, ,2017-02-22
 ,현대,11110-90,82,0,2000, , ,"48,890", , ,60.0,9,82,1,N, ,2017-02-06
 ,일성빌라트,11110-77,145,5,1996, , ,"37,500", , ,59.82,4,145-5,1,N, ,2017-02-08
 ,CS타워,11110-2291,62,2,2011, , ,"20,000", , ,22.17,5,62-2,1,N, ,2017-02-15
 ,숭인상가,11110-48,204,11,1979, , ,"35,000", , ,93.6,7,204-11,1,N, ,2017-02-16
 ,현대,11110-90,82,0,2000, , ,"48,950", , ,60.0,5,82,1,N, ,2017-02-17
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"113,000", , ,159.01,7,9,1,N, ,2017-02-13
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"47,500", , ,59.9426,6,766,1,N, ,2017-02-22
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"82,500", , ,97.61,8,9,1,N, ,2017-02-04
 ,대성스카이렉스,11110-2223,110,0,2008, , ,"92,000", , ,137.55,9,110,1,N, ,2017-02-28
 ,CS타워,11110-2291,62,2,2011, , ,"18,900", , ,21.94,9,62-2,1,N, ,2017-02-02
 ,삼전솔하임4차,11110-2368,318,2,2014, , ,"13,900", , ,15.09,16,318-2,1,N, ,2017-02-27
 ,MID그린(2동),11110-153,601,1,2002, , ,"20,500", , ,54.72,1,601-1,1,N, ,2017-02-22
 ,두산,11110-34,232,0,1999, , ,"44,000", , ,59.95,2,232,1,N, ,2017-02-23
 ,종로센트레빌,11110-2224,2,1,2008, , ,"45,500", , ,59.92,9,2-1,1,N, ,2017-02-28
 ,창신쌍용1,11110-37,702,0,1992, , ,"43,000", , ,79.87,7,702,1,N, ,2017-02-15
 ,삼전솔하임4차,11110-2368,318,2,2014, , ,"13,800", , ,15.09,13,318-2,1,N, ,2017-02-24
 ,창신쌍용1,11110-37,702,0,1992, , ,"32,700", , ,54.7,12,702,1,N, ,2017-02-08
 ,창신쌍용1,11110-37,702,0,1992, , ,"33,500", , ,54.7,8,702,1,N, ,2017-02-11
 ,창신쌍용2,11110-91,703,0,1993, , ,"31,000", , ,64.66,4,703,1,N, ,2017-02-13
 ,종로센트레빌,11110-2224,2,1,2008, , ,"46,500", , ,59.92,8,2-1,1,N, ,2017-02-06
 ,아남1,11110-25,4,0,1995, , ,"67,900", , ,84.9,8,4,1,N, ,2017-02-06
 ,건양하늘터,11110-2128,23,0,2006, , ,"50,200", , ,84.89,1,23,1,N, ,2017-02-09
 ,현대,11110-90,82,0,2000, , ,"69,990", , ,114.9,17,82,1,N, ,2017-02-27
 ,숭인모범104동,11110-135,569,2,2000, , ,"24,500", , ,59.74,4,569-2,1,N, ,2017-02-10
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"69,000", , ,84.858,3,60,1,N, ,2017-02-14
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"130,000", , ,158.99,7,9,1,N, ,2017-02-06
 ,창신이수,11110-42,23,816,2003, , ,"52,000", , ,84.5,5,23-816,1,N, ,2017-02-14
 ,벽산블루밍평창힐스,11110-146,45,0,2004, , ,"117,000", , ,200.21,5,45,1,N, ,2017-02-21
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"51,600", , ,84.64,11,48-2,1,N, ,2017-02-10
 ,종로동광모닝스카이,11110-2343,1421,1,2013, , ,"12,500", , ,15.855,12,1421-1,1,N, ,2017-02-15
 ,동대문,11110-30,328,17,1966, , ,"25,000", , ,28.8,4,328-17,1,N, ,2017-02-10
 ,삼전솔하임2차,11110-2322,296,19,2012, , ,"13,700", , ,15.0,6,296-19,1,N, ,2017-02-21
 ,삼전솔하임4차,11110-2368,318,2,2014, , ,"13,450", , ,15.09,15,318-2,1,N, ,2017-02-23
 ,종로아인스빌,11110-2344,1392,1,2013, , ,"12,000", , ,12.15,14,1392-1,1,N, ,2017-02-07
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"53,700", , ,92.81,18,48-2,1,N, ,2017-02-18
 ,종로중흥S클래스,11110-2339,202,3,2013, , ,"14,000", , ,19.466,8,202-3,1,N, ,2017-02-20
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"29,000", , ,48.54,6,55,1,N, ,2017-02-16
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"27,000", , ,46.64,4,55,1,N, ,2017-02-10
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"26,900", , ,46.64,3,55,1,N, ,2017-02-09
 ,두산,11110-34,232,0,1999, , ,"42,500", , ,59.95,6,232,1,N, ,2017-02-13
 ,광화문스페이스본(106동),11110-2204,9,1,2008, , ,"115,000", , ,153.42,4,9-1,1,N, ,2017-02-15
 ,신동아블루아광화문의꿈,11110-2164,254,0,2007, , ,"77,000", , ,111.97,5,254,1,N, ,2017-02-19
 ,동아,11110-51,101,0,1995, , ,"32,000", , ,84.28,6,101,1,N, ,2017-02-16
 ,삼전솔하임4차,11110-2368,318,2,2014, , ,"14,000", , ,15.09,13,318-2,1,N, ,2017-02-16
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"68,000", , ,112.54,17,76,1,N, ,2017-02-10
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"19,900", , ,28.1,7,55,1,N, ,2017-02-01
 ,삼전솔하임2차,11110-2322,296,19,2012, , ,"13,600", , ,16.67,7,296-19,1,N, ,2017-02-08
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"70,500", , ,84.858,5,60,1,N, ,2017-02-09
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"59,000", , ,84.95,19,76,1,N, ,2017-02-06
 ,창신쌍용2,11110-91,703,0,1993, , ,"36,000", , ,79.87,11,703,1,N, ,2017-02-07
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"64,000", , ,84.858,2,60,1,N, ,2017-02-02
 ,송림아마레스아파트,11110-121,9,1,2004, , ,"36,500", , ,84.42,1,9-1,1,N, ,2017-02-06
 ,동대문,11110-30,328,17,1966, , ,"26,800", , ,28.8,6,328-17,1,N, ,2017-03-22
 ,경희궁파크팰리스,11110-107,95,0,2003, , ,"108,000", , ,148.09,3,95,1,N, ,2017-03-30
 ,현대,11110-90,82,0,2000, , ,"57,790", , ,84.92,14,82,1,N, ,2017-03-24
 ,현대,11110-90,82,0,2000, , ,"71,490", , ,114.9,20,82,1,N, ,2017-03-27
 ,삼전솔하임4차,11110-2368,318,2,2014, , ,"14,000", , ,15.09,16,318-2,1,N, ,2017-03-16
 ,삼전솔하임2차,11110-2322,296,19,2012, , ,"13,450", , ,15.0,10,296-19,1,N, ,2017-03-21
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"54,000", , ,92.81,9,48-2,1,N, ,2017-03-07
 ,종로센트레빌,11110-2224,2,1,2008, , ,"44,000", , ,59.92,3,2-1,1,N, ,2017-03-21
 ,현대,11110-90,82,0,2000, , ,"49,490", , ,60.0,6,82,1,N, ,2017-03-06
 ,종로센트레빌,11110-2224,2,1,2008, , ,"47,700", , ,59.92,3,2-1,1,N, ,2017-03-11
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"107,000", , ,159.01,9,9,1,N, ,2017-03-13
 ,삼전솔하임2차,11110-2322,296,19,2012, , ,"13,700", , ,16.67,6,296-19,1,N, ,2017-03-21
 ,광화문스페이스본(101동~105동),11110-2203,9,0,2008, , ,"87,900", , ,94.51,3,9,1,N, ,2017-03-28
 ,벽산블루밍평창힐스,11110-146,45,0,2004, , ,"95,000", , ,186.9,5,45,1,N, ,2017-03-27
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"61,700", , ,84.858,2,60,1,N, ,2017-03-04
 ,세종로대우,11110-14,167,0,1994, , ,"54,000", , ,66.96,13,167,1,N, ,2017-03-06
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"65,000", , ,106.81,17,48-2,1,N, ,2017-03-13
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"67,400", , ,84.858,2,60,1,N, ,2017-03-26
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"70,000", , ,84.858,13,60,1,N, ,2017-03-11
 ,리치캐슬아파트,11110-128,33,85,2003, , ,"38,000", , ,71.31,1,33-85,1,N, ,2017-03-09
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"72,500", , ,84.858,16,60,1,N, ,2017-03-27
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"88,500", , ,114.931,11,60,1,N, ,2017-03-07
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"63,500", , ,84.858,2,60,1,N, ,2017-03-09
 ,두산,11110-34,232,0,1999, , ,"55,000", , ,84.9,17,232,1,N, ,2017-03-22
 ,MID그린(9동),11110-95,601,6,2002, , ,"20,800", , ,59.9,2,601-6,1,N, ,2017-03-19
 ,종로센트레빌,11110-2224,2,1,2008, , ,"45,700", , ,59.92,12,2-1,1,N, ,2017-03-09
 ,명륜동주상복합아남아파트,11110-26,237,0,1999, , ,"60,000", , ,94.86,6,237,1,N, ,2017-03-27
 ,아남1,11110-25,4,0,1995, , ,"67,000", , ,84.9,18,4,1,N, ,2017-03-11
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"57,600", , ,98.39,15,48-2,1,N, ,2017-03-20
 ,롯데캐슬로잔,11110-2246,108,0,2009, , ,"134,500", , ,190.743,3,108,1,N, ,2017-03-18
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"48,500", , ,59.9426,13,766,1,N, ,2017-03-17
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"54,000", , ,84.9478,6,766,1,N, ,2017-03-18
 ,벽산블루밍평창힐스,11110-146,45,0,2004, , ,"84,500", , ,152.06,1,45,1,N, ,2017-03-01
 ,창신쌍용2,11110-91,703,0,1993, , ,"30,300", , ,54.7,3,703,1,N, ,2017-03-17
 ,현대,11110-90,82,0,2000, , ,"59,490", , ,84.92,3,82,1,N, ,2017-03-04
 ,삼전솔하임2차,11110-2322,296,19,2012, , ,"13,800", , ,16.67,9,296-19,1,N, ,2017-03-16
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"55,000", , ,92.81,8,48-2,1,N, ,2017-03-28
 ,창신쌍용2,11110-91,703,0,1993, , ,"50,000", , ,106.62,12,703,1,N, ,2017-03-11
 ,경희궁자이(2단지),11110-2445,199,0,2017, , ,"96,500", , ,84.836,11,199,1,N, ,2017-03-01
 ,신문로맨션,11110-15,238,0,1981, , ,"49,000", , ,98.31,10,238,1,N, ,2017-03-31
 ,MID그린(2동),11110-153,601,1,2002, , ,"21,200", , ,59.47,6,601-1,1,N, ,2017-03-21
 ,아미레스아파트,11110-24,45,5,2002, , ,"52,000", , ,84.59,2,45-5,1,N, ,2017-03-04
 ,창신이수,11110-42,23,816,2003, , ,"49,800", , ,84.5,17,23-816,1,N, ,2017-03-16
 ,창신쌍용2,11110-91,703,0,1993, , ,"37,000", , ,79.87,3,703,1,N, ,2017-03-29
 ,창신쌍용2,11110-91,703,0,1993, , ,"32,700", , ,64.66,3,703,1,N, ,2017-03-29
 ,창신쌍용2,11110-91,703,0,1993, , ,"32,600", , ,64.66,14,703,1,N, ,2017-03-25
 ,창신쌍용2,11110-91,703,0,1993, , ,"28,200", , ,54.7,1,703,1,N, ,2017-03-28
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"64,000", , ,114.7153,4,766,1,N, ,2017-03-11
 ,아남1,11110-25,4,0,1995, , ,"60,000", , ,84.9,1,4,1,N, ,2017-03-18
 ,종로청계힐스테이트,11110-2234,766,0,2009, , ,"48,700", , ,59.9426,14,766,1,N, ,2017-03-24
 ,창신쌍용1,11110-37,702,0,1992, , ,"38,000", , ,79.87,5,702,1,N, ,2017-03-07
 ,숭인한양LEEPS,11110-2366,1421,2,2014, , ,"12,400", , ,12.78,9,1421-2,1,N, ,2017-03-24
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"74,500", , ,114.931,3,60,1,N, ,2017-03-09
 ,이화에수풀,11110-2359,195,10,2014, , ,"20,000", , ,19.86,13,195-10,1,N, ,2017-03-23
 ,대아파크빌,11110-86,254,0,1998, , ,"32,000", , ,59.22,9,254,1,N, ,2017-03-12
 ,숭인한양LEEPS,11110-2366,1421,2,2014, , ,"12,700", , ,12.78,8,1421-2,1,N, ,2017-03-11
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"55,000", , ,84.98,11,48-2,1,N, ,2017-03-09
 ,종로센트레빌,11110-2224,2,1,2008, , ,"51,900", , ,84.92,2,2-1,1,N, ,2017-03-11
 ,롯데낙천대,11110-71,72,0,2001, , ,"76,600", , ,133.34,5,72,1,N, ,2017-03-10
 ,종로유케이201,11110-2334,201,11,2013, , ,"11,500", , ,12.09,10,201-11,1,N, ,2017-03-17
 ,창신쌍용2,11110-91,703,0,1993, , ,"30,000", , ,64.66,7,703,1,N, ,2017-03-01
 ,종로동광모닝스카이,11110-2343,1421,1,2013, , ,"12,800", , ,15.855,13,1421-1,1,N, ,2017-03-08
 ,동대문,11110-30,328,17,1966, , ,"24,300", , ,28.8,4,328-17,1,N, ,2017-03-02
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"27,900", , ,46.64,4,55,1,N, ,2017-03-08
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"27,800", , ,48.54,7,55,1,N, ,2017-03-02
 ,삼전솔하임2차,11110-2322,296,19,2012, , ,"13,700", , ,15.0,10,296-19,1,N, ,2017-03-13
 ,두레엘리시안,11110-2175,174,1,2007, , ,"65,000", , ,78.42,7,174-1,1,N, ,2017-03-11
 ,인왕산아이파크,11110-2212,60,0,2008, , ,"84,500", , ,114.931,13,60,1,N, ,2017-03-02
 ,경희궁의아침3단지,11110-116,72,0,2004, , ,"117,000", , ,123.13,12,72,1,N, ,2017-03-07
 ,롯데캐슬천지인,11110-152,76,0,2004, , ,"55,500", , ,84.95,20,76,1,N, ,2017-03-06
 ,경희궁파크팰리스,11110-107,95,0,2003, , ,"104,000", , ,147.62,2,95,1,N, ,2017-03-01
 ,아남2,11110-92,236,0,1996, , ,"49,500", , ,59.4,2,236,1,N, ,2017-04-03
 ,두산,11110-34,232,0,1999, , ,"45,000", , ,59.95,21,232,1,N, ,2017-04-14
 ,창신쌍용2,11110-91,703,0,1993, , ,"47,700", , ,106.62,9,703,1,N, ,2017-04-06
 ,숭인상가,11110-48,204,11,1979, , ,"35,300", , ,80.85,7,204-11,1,N, ,2017-04-27
 ,운현신화타워,11110-16,30,6,1998, , ,"52,000", , ,84.91,10,30-6,1,N, ,2017-04-28
 ,효성쥬얼리시티,11110-2155,48,2,2006, , ,"60,000", , ,106.81,8,48-2,1,N, ,2017-04-22
 ,현대,11110-90,82,0,2000, , ,"43,890", , ,60.0,8,82,1,N, ,2017-04-23
